Table 1
NAV calculation date;NAV;Reinvestment factor;"NAV (adjusted if ""distr."")";Dividend;Fund size (class);Fund size (compartment)
23.05.2019;242,00;;242,00;;1,059B;6851279438,24
22.05.2019;244,91;;244,91;;1,076B;6938304128,71
21.05.2019;244,85;;244,85;;1,076B;6935496598,91
20.05.2019;242,90;;242,90;;1,067B;6881255143,38
17.05.2019;246,01;;246,01;;1,084B;6971405346,82
16.05.2019;247,31;;247,31;;1,089B;7016438308,26
15.05.2019;244,17;;244,17;;1,077B;6938824512,86
14.05.2019;243,39;;243,39;;1,074B;6921572321,73
13.05.2019;241,88;;241,88;;1,068B;6889958152,01
10.05.2019;246,04;;246,04;;1,086B;7019820336,49
08.05.2019;249,16;;249,16;;1,101B;7114875103,88
07.05.2019;251,00;;251,00;;1,109B;7173754621,95
06.05.2019;251,94;;251,94;;1,108B;7191581444,31
03.05.2019;254,73;;254,73;;1,119B;7271953985,63
02.05.2019;253,02;;253,02;;1,111B;7223335822,07
30.04.2019;252,88;;252,88;;1,11B;7218593380,26
29.04.2019;254,36;;254,36;;1,118B;7258677146,05
26.04.2019;252,16;;252,16;;1,109B;7195817061,33
25.04.2019;252,76;;252,76;;1,11B;7211918168,34
24.04.2019;252,24;;252,24;;1,105B;7195960791,69
23.04.2019;250,77;;250,77;;1,098B;7152349439,37
18.04.2019;248,63;;248,63;;1,087B;7090950767,97
17.04.2019;248,61;;248,61;;1,086B;7091422815,58
16.04.2019;250,43;;250,43;;1,093B;7143015704,84
15.04.2019;249,94;;249,94;;1,091B;7131479001,09
12.04.2019;249,69;;249,69;;1,09B;7125328854,48
11.04.2019;249,31;;249,31;;1,088B;7114682880,86
10.04.2019;249,75;;249,75;;1,089B;7127874725,28
09.04.2019;248,65;;248,65;;1,086B;7104820613,13
08.04.2019;248,73;;248,73;;1,087B;7107143813,72
05.04.2019;250,32;;250,32;;1,094B;7150253373,83
04.04.2019;250,01;;250,01;;1,093B;7139827692,18
03.04.2019;249,37;;249,37;;1,103B;7120740307,71
02.04.2019;247,94;;247,94;;1,096B;7078201398,67
01.04.2019;247,00;;247,00;;1,091B;7046930723,86
29.03.2019;244,13;;244,13;;1,079B;6962733965,54
28.03.2019;242,60;;242,60;;1,073B;6918328194,01
27.03.2019;241,99;;241,99;;1,07B;6905868800,76
26.03.2019;242,53;;242,53;;1,073B;6924265199,4
25.03.2019;239,69;;239,69;;1,06B;6844623616
22.03.2019;242,87;;242,87;;1,073B;6931954286,01
21.03.2019;243,19;;243,19;;1,075B;6941899795,38
20.03.2019;241,66;;241,66;;1,068B;6893576391,1
19.03.2019;242,98;;242,98;;1,074B;6932649177,06
18.03.2019;242,49;;242,49;;1,071B;6976019221,43
15.03.2019;241,73;;241,73;;1,067B;6952076913,52
14.03.2019;240,97;;240,97;;1,097B;6963293630,72
13.03.2019;241,41;;241,41;;1,099B;6978763962,73
12.03.2019;240,66;;240,66;;1,095B;6953907005,89
11.03.2019;239,59;;239,59;;1,09B;6917318295,43
08.03.2019;236,25;;236,25;;1,076B;6822634394,21
07.03.2019;238,05;;238,05;;1,083B;6872889022,87
06.03.2019;239,41;;239,41;;1,089B;6910614837,1
05.03.2019;239,59;;239,59;;1,09B;6910105079,9
04.03.2019;241,14;;241,14;;1,098B;6954747572,46
01.03.2019;238,69;;238,69;;1,086B;6891546016,83
28.02.2019;237,55;;237,55;;1,082B;6857384552,81
27.02.2019;238,38;;238,38;;1,088B;6886252592,47
26.02.2019;239,91;;239,91;;1,096B;6938405645,04
25.02.2019;240,58;;240,58;;1,106B;6964447393,82
22.02.2019;238,97;;238,97;;1,097B;6912469497,94
21.02.2019;237,39;;237,39;;1,089B;6865151987,34
20.02.2019;238,21;;238,21;;1,092B;6883233854,73
19.02.2019;237,50;;237,50;;1,091B;6863004491,17
15.02.2019;237,86;;237,86;;1,092B;6865997212,22
14.02.2019;235,90;;235,90;;1,083B;6811464516,37
13.02.2019;236,57;;236,57;;1,117B;6859468491,78
12.02.2019;234,49;;234,49;;1,105B;6796069712,02
11.02.2019;232,87;;232,87;;1,096B;6745876756
08.02.2019;230,08;;230,08;;1,083B;6669017631,35
07.02.2019;231,73;;231,73;;1,091B;6709873450,57
06.02.2019;233,24;;233,24;;1,095B;6743666243,8
05.02.2019;232,35;;232,35;;1,09B;6714576961,32
04.02.2019;228,99;;228,99;;1,073B;6615445790,94
01.02.2019;228,17;;228,17;;1,067B;6588792924,55
31.01.2019;227,01;;227,01;;1,061B;6551687928,53
30.01.2019;225,48;;225,48;;1,061B;6516498456,74
29.01.2019;225,30;;225,30;;1,059B;6510371164,2
28.01.2019;223,80;;223,80;;1,05B;6465895179,74
25.01.2019;226,53;;226,53;;1,062B;6570996116,32
24.01.2019;223,36;;223,36;;1,047B;6479694181,68
23.01.2019;224,10;;224,10;;1,05B;6499248123,46
22.01.2019;223,78;;223,78;;1,047B;6485184379,55
18.01.2019;223,86;;223,86;;1,041B;6480190399,02
17.01.2019;221,28;;221,28;;1,027B;6402989917,4
16.01.2019;221,38;;221,38;;1,027B;6403959305,32
15.01.2019;219,07;;219,07;;1,016B;6338226250,57
14.01.2019;217,09;;217,09;;1,006B;6281242152,74
11.01.2019;218,13;;218,13;;1,011B;6309427629,02
10.01.2019;216,13;;216,13;;1,001B;6251988120,85
09.01.2019;216,73;;216,73;;1,004B;6267840543,16
08.01.2019;215,60;;215,60;;997,965M;6230079662,04
07.01.2019;212,33;;212,33;;982,764M;6135208158,91
04.01.2019;210,90;;210,90;;981,882M;6093072412,82
03.01.2019;207,87;;207,87;;964,85M;6004813938,28
02.01.2019;209,14;;209,14;;972,574M;6041170417
31.12.2018;210,43;;210,43;;980,169M;6084017512,41
28.12.2018;209,51;;209,51;;976,166M;6060386816,9
27.12.2018;204,90;;204,90;;955,442M;5930016112,11
21.12.2018;208,24;;208,24;;970,755M;6028091484,53
20.12.2018;210,11;;210,11;;978,835M;6085540015,38
19.12.2018;214,97;;214,97;;1,001B;6228612777,36
18.12.2018;215,82;;215,82;;1,004B;6248717339,72
17.12.2018;216,17;;216,17;;1,005B;6256547532,58
14.12.2018;221,40;;221,40;;1,03B;6425466218,97
13.12.2018;223,00;;223,00;;1,031B;6469129715,76
12.12.2018;223,25;;223,25;;1,03B;6474090873,84
11.12.2018;222,80;;222,80;;1,027B;6455606797,4
10.12.2018;218,24;;218,24;;1,002B;6316215341,47
07.12.2018;224,40;;224,40;;1,03B;6543837797,9
06.12.2018;220,96;;220,96;;1,015B;6421774746,44
04.12.2018;230,61;;230,61;;1,059B;6698373718,71
03.12.2018;232,89;;232,89;;1,068B;6756732782,27
30.11.2018;228,67;;228,67;;1,048B;6630849846,28
29.11.2018;227,97;;227,97;;1,043B;6608226449,95
28.11.2018;227,02;;227,02;;1,038B;6592813670,36
27.11.2018;224,68;;224,68;;1,029B;6521540282,29
26.11.2018;224,79;;224,79;;1,031B;6526243011,97
23.11.2018;222,16;;222,16;;1,017B;6446190745,3
21.11.2018;221,89;;221,89;;1,015B;6436888269,39
20.11.2018;219,19;;219,19;;1,002B;6350689971,45
19.11.2018;224,90;;224,90;;1,023B;6506221557,02
16.11.2018;225,69;;225,69;;1,018B;6516407134,19
15.11.2018;224,82;;224,82;;1,013B;6481887578,74
14.11.2018;227,22;;227,22;;1,02B;6545608286,06
13.11.2018;227,03;;227,03;;1,051B;6575796673,9
12.11.2018;228,17;;228,17;;1,055B;6602570254,18
09.11.2018;229,76;;229,76;;1,061B;6647066018,98
08.11.2018;231,12;;231,12;;1,066B;6670418478,58
07.11.2018;228,34;;228,34;;1,053B;6574494202,82
06.11.2018;227,80;;227,80;;1,05B;6547715507,99
05.11.2018;227,16;;227,16;;1,045B;6512519742,97
02.11.2018;228,51;;228,51;;1,049B;6507788025,31
31.10.2018;225,92;;225,92;;1,038B;6416797492,63
30.10.2018;219,15;;219,15;;991,607M;6209892942,33
29.10.2018;222,26;;222,26;;1,006B;6298060673,97
26.10.2018;219,31;;219,31;;992,436M;6200479810,28
25.10.2018;221,42;;221,42;;1,002B;6255848678,6
24.10.2018;224,13;;224,13;;1,013B;6328439936,12
23.10.2018;221,00;;221,00;;996,712M;6235388911,66
22.10.2018;224,81;;224,81;;1,012B;6337708177,11
19.10.2018;227,04;;227,04;;1,021B;6402602657,74
18.10.2018;227,59;;227,59;;1,023B;6410969559,3
17.10.2018;228,15;;228,15;;1,025B;6422162053,07
16.10.2018;225,66;;225,66;;1,009B;6347958632,62
15.10.2018;223,15;;223,15;;997,142M;6274826283,02
12.10.2018;225,63;;225,63;;1,003B;6330757841,76
11.10.2018;225,57;;225,57;;1,002B;6319871849,59
10.10.2018;229,69;;229,69;;1,018B;6430310030,83
09.10.2018;235,23;;235,23;;1,055B;6580489962,75
08.10.2018;236,01;;236,01;;1,056B;6588450061,8
05.10.2018;237,45;;237,45;;1,061B;6628707458,87
04.10.2018;239,68;;239,68;;1,069B;6683507397,13
03.10.2018;242,64;;242,64;;1,08B;6752728279,64
02.10.2018;242,71;;242,71;;1,078B;6744551295,01
01.10.2018;243,48;;243,48;;1,08B;6757547239,32
28.09.2018;242,61;;242,61;;1,074B;6717947169,61
27.09.2018;241,35;;241,35;;1,067B;6675892598,58
26.09.2018;240,47;;240,47;;1,061B;6678544587,94
25.09.2018;240,07;;240,07;;1,058B;6711910891,66
24.09.2018;239,87;;239,87;;1,055B;6692666704,43
21.09.2018;242,71;;242,71;;1,066B;6754018639,54
20.09.2018;241,19;;241,19;;1,058B;6671938607,51
19.09.2018;241,92;;241,92;;1,058B;6673870150,96
18.09.2018;240,59;;240,59;;1,051B;6625615769,49
17.09.2018;241,18;;241,18;;1,052B;6630784375,95
14.09.2018;242,56;;242,56;;1,056B;6659008515,64
13.09.2018;241,58;;241,58;;1,052B;6625059269,44
12.09.2018;241,09;;241,09;;1,049B;6600823419,21
11.09.2018;241,15;;241,15;;1,047B;6589168136,83
10.09.2018;241,48;;241,48;;1,046B;6591819447,33
07.09.2018;241,19;;241,19;;1,043B;6576678398,96
06.09.2018;241,30;;241,30;;1,043B;6574296040,31
05.09.2018;241,42;;241,42;;1,042B;6566450189,79
04.09.2018;244,56;;244,56;;1,057B;6635426723,79
31.08.2018;244,48;;244,48;;1,055B;6631806378,5
30.08.2018;244,73;;244,73;;1,055B;6634105460,1
29.08.2018;244,41;;244,41;;1,053B;6620971956,7
28.08.2018;243,86;;243,86;;1,05B;6603926249,59
27.08.2018;243,99;;243,99;;1,053B;6599124293,47
24.08.2018;242,50;;242,50;;1,048B;6553189779,67
23.08.2018;242,51;;242,51;;1,048B;6550885671,85
22.08.2018;241,43;;241,43;;1,042B;6517760234,82
21.08.2018;243,23;;243,23;;1,062B;6570208692,43
20.08.2018;243,38;;243,38;;1,062B;6564164357,18
17.08.2018;241,78;;241,78;;1,053B;6511500959,89
16.08.2018;241,91;;241,91;;1,053B;6511602802,09
15.08.2018;243,61;;243,61;;1,06B;6550493752,2
14.08.2018;242,25;;242,25;;1,053B;6514608699,28
13.08.2018;242,81;;242,81;;1,06B;6528844539,2
10.08.2018;242,80;;242,80;;1,059B;6530002365,13
09.08.2018;242,38;;242,38;;1,057B;6511608339,64
08.08.2018;242,74;;242,74;;1,057B;6514638956,11
07.08.2018;242,39;;242,39;;1,055B;6494357018,91
06.08.2018;241,03;;241,03;;1,048B;6453185592,74
03.08.2018;240,21;;240,21;;1,043B;6422518015,27
02.08.2018;237,92;;237,92;;1,032B;6356382706,64
01.08.2018;238,18;;238,18;;1,032B;6349123348,48
31.07.2018;236,58;;236,58;;1,024B;6296123446,24
30.07.2018;239,91;;239,91;;1,039B;6370607670,58
27.07.2018;241,91;;241,91;;1,044B;6410059003,93
26.07.2018;241,12;;241,12;;1,039B;6378904818,43
25.07.2018;238,90;;238,90;;1,028B;6311857767,03
24.07.2018;238,73;;238,73;;1,026B;6287075637,29
23.07.2018;239,01;;239,01;;1,026B;6281706064,86
20.07.2018;241,27;;241,27;;1,034B;6327865097,84
19.07.2018;241,34;;241,34;;1,034B;6321095130,76
18.07.2018;240,59;;240,59;;1,029B;6293087408,66
17.07.2018;238,79;;238,79;;1,02B;6237382963,13
16.07.2018;240,28;;240,28;;1,018B;6256764493,26
13.07.2018;239,93;;239,93;;1,012B;6237469543,84
12.07.2018;237,03;;237,03;;999,197M;6154523634,06
11.07.2018;238,89;;238,89;;1,006B;6188256326,8
10.07.2018;237,92;;237,92;;1B;6154776471,01
09.07.2018;236,46;;236,46;;992,31M;6104762280,24
06.07.2018;235,46;;235,46;;986,721M;6060019880,33
04.07.2018;234,76;;234,76;;983,937M;6036422745,48
03.07.2018;235,55;;235,55;;1,012B;6072439577,11
02.07.2018;234,75;;234,75;;1,007B;6007532661,03
29.06.2018;235,27;;235,27;;979,772M;5976870291,67
28.06.2018;234,68;;234,68;;975,911M;5956097058,11
27.06.2018;235,44;;235,44;;978,076M;5959772417,01
26.06.2018;234,49;;234,49;;1B;5950494176,05
25.06.2018;239,01;;239,01;;1,018B;6050047085,27
22.06.2018;239,65;;239,65;;1,02B;6050736487,06
21.06.2018;242,10;;242,10;;1,029B;6097097368,58
20.06.2018;241,85;;241,85;;1,027B;6082134040,71
19.06.2018;242,74;;242,74;;1,029B;6095115215,67
18.06.2018;243,94;;243,94;;1,03B;6116456865,07
15.06.2018;244,48;;244,48;;1,031B;6121136022,73
14.06.2018;241,22;;241,22;;1,016B;6033904667,78
13.06.2018;242,22;;242,22;;1,018B;6056129224,6
12.06.2018;241,13;;241,13;;1,012B;6018039760,03
11.06.2018;241,18;;241,18;;1,011B;6013869669,99
08.06.2018;239,53;;239,53;;1,003B;5966465384,46
07.06.2018;241,58;;241,58;;1,01B;6007543173,04
06.06.2018;241,99;;241,99;;1,013B;6008415280,5
05.06.2018;241,17;;241,17;;1,009B;5981755972,07
04.06.2018;240,35;;240,35;;1,007B;5955738228,4
01.06.2018;237,79;;237,79;;995,449M;5887857785,48
31.05.2018;240,13;;240,13;;1,003B;5941305474,4
30.05.2018;239,15;;239,15;;1,001B;5911935942,89
28.05.2018;239,98;;239,98;;1,017B;5945296593,13
25.05.2018;238,51;;238,51;;1,01B;5911172257,62
24.05.2018;238,50;;238,50;;1,009B;5903784237,72
23.05.2018;237,66;;237,66;;1,005B;5877987798,2
21.05.2018;237,35;;237,35;;1,002B;5864686242,73
18.05.2018;236,56;;236,56;;997,387M;5845236680,37
17.05.2018;236,34;;236,34;;995,794M;5834377152,39
16.05.2018;233,96;;233,96;;985,444M;5777274542,42
15.05.2018;233,90;;233,90;;994,572M;5785704073,79
14.05.2018;234,23;;234,23;;995,786M;5805175804,32
10.05.2018;233,55;;233,55;;992,262M;5793390505,27
09.05.2018;232,22;;232,22;;985,917M;5762834502,89
08.05.2018;231,00;;231,00;;980,596M;5733799797,52
07.05.2018;229,50;;229,50;;973,549M;5685789921,74
04.05.2018;227,07;;227,07;;962,307M;5622383856,3
03.05.2018;227,47;;227,47;;963,706M;5627080934,51
01.05.2018;225,53;;225,53;;953,783M;5580054519,6
30.04.2018;226,48;;226,48;;957M;5601082941,2
27.04.2018;225,95;;225,95;;954,246M;5585244640,24
26.04.2018;223,18;;223,18;;941,166M;5513932248,43
25.04.2018;223,24;;223,24;;940,178M;5521781507,18
24.04.2018;225,52;;225,52;;948,989M;5572631634,56
23.04.2018;224,92;;224,92;;946,472M;5556497378,39
20.04.2018;225,03;;225,03;;947,587M;5559939566,8
19.04.2018;226,40;;226,40;;952,551M;5584831655,96
18.04.2018;226,39;;226,39;;951,248M;5580511640,16
17.04.2018;223,10;;223,10;;936,572M;5498395562,29
16.04.2018;222,61;;222,61;;932,696M;5481779066,35
13.04.2018;223,06;;223,06;;916,628M;5471646977,39
12.04.2018;220,86;;220,86;;906,982M;5398055923,45
11.04.2018;222,32;;222,32;;912,097M;5424545084,13
10.04.2018;220,21;;220,21;;902,51M;5374484042,81
09.04.2018;220,30;;220,30;;901,687M;5371784167,08
06.04.2018;223,74;;223,74;;913,968M;5451687900,14
05.04.2018;220,72;;220,72;;901,323M;5376991237,76
04.04.2018;219,65;;219,65;;894,664M;5347167165,04
30.03.2018;221,48;;221,48;;898,685M;5370133221,33
29.03.2018;218,28;;218,28;;873,305M;5276887822,28
28.03.2018;218,26;;218,26;;883,535M;5284647508,28
27.03.2018;220,11;;220,11;;889,143M;5325150498,5
26.03.2018;217,79;;217,79;;878,907M;5260223397,77
23.03.2018;221,64;;221,64;;893,082M;5347217645,13
22.03.2018;227,18;;227,18;;914,226M;5475185715,82
21.03.2018;226,96;;226,96;;912,281M;5462862601,08
20.03.2018;225,47;;225,47;;904,877M;5423717359,14
19.03.2018;228,46;;228,46;;915,431M;5488157843,03
16.03.2018;227,80;;227,80;;911,983M;5467453757,99
15.03.2018;227,22;;227,22;;909,95M;5450884686,31
14.03.2018;226,76;;226,76;;908,026M;5435105337,55
13.03.2018;229,52;;229,52;;918,481M;5494456878,49
12.03.2018;229,15;;229,15;;914,865M;5478739638,32
09.03.2018;225,99;;225,99;;901,15M;5402233565,09
08.03.2018;223,44;;223,44;;889,998M;5337910244,36
07.03.2018;222,27;;222,27;;884,453M;5303760521,52
06.03.2018;221,97;;221,97;;880,74M;5292466992,59
05.03.2018;220,20;;220,20;;872,719M;5228957314,28
02.03.2018;221,92;;221,92;;877,661M;5254347720,4
01.03.2018;224,69;;224,69;;887,37M;5315125040,74
28.02.2018;226,19;;226,19;;890,335M;5346501458,8
27.02.2018;227,73;;227,73;;893,768M;5376173440,77
26.02.2018;225,87;;225,87;;883,923M;5326862248,39
23.02.2018;223,43;;223,43;;876,186M;5263493632,83
22.02.2018;223,48;;223,48;;874,196M;5257394582,85
21.02.2018;223,65;;223,65;;868,941M;5246561397,59
19.02.2018;222,70;;222,70;;860,541M;5216690010,41
16.02.2018;220,92;;220,92;;829,277M;5145924474,75
15.02.2018;219,68;;219,68;;823,676M;5112213495,69
14.02.2018;216,84;;216,84;;812,28M;5035795806,96
13.02.2018;217,86;;217,86;;814,914M;5053128775,09
12.02.2018;215,63;;215,63;;805,63M;4994768285,07
09.02.2018;214,60;;214,60;;800,919M;4963319318,16
08.02.2018;220,78;;220,78;;822,631M;5106994434,1
07.02.2018;219,39;;219,39;;815,949M;5076547302,05
06.02.2018;217,68;;217,68;;808,133M;5028941614,72
05.02.2018;224,51;;224,51;;832,518M;5182418012,73
02.02.2018;228,34;;228,34;;843,678M;5261505096,98
01.02.2018;229,12;;229,12;;844,673M;5270307478,4
31.01.2018;229,65;;229,65;;844,99M;5269837048,16
30.01.2018;232,38;;232,38;;858,944M;5324621276,03
29.01.2018;232,80;;232,80;;858,616M;5323949869,47
26.01.2018;229,80;;229,80;;845,443M;5244773592,67
25.01.2018;231,63;;231,63;;849,694M;5273461305,92
24.01.2018;233,51;;233,51;;854,014M;5304535840,65
23.01.2018;233,87;;233,87;;853,748M;5301990530,86
22.01.2018;233,29;;233,29;;850,384M;5285637304,25
19.01.2018;231,46;;231,46;;844,557M;5232017476,64
18.01.2018;230,98;;230,98;;841,579M;5211814741,21
17.01.2018;229,98;;229,98;;837,235M;5173602262,95
15.01.2018;230,98;;230,98;;841,596M;5177753306,84
12.01.2018;231,44;;231,44;;841,497M;5178921022,9
11.01.2018;231,47;;231,47;;840,835M;5174228259,95
10.01.2018;233,65;;233,65;;847,605M;5218371715,59
09.01.2018;232,71;;232,71;;843,523M;5194913469,63
08.01.2018;230,91;;230,91;;835,94M;5151969242,73
05.01.2018;228,67;;228,67;;827,445M;5098879786,21
04.01.2018;228,62;;228,62;;826,016M;5094756775,04
03.01.2018;226,47;;226,47;;817,314M;5041896098,95
02.01.2018;225,57;;225,57;;812,356M;5012777494,62
29.12.2017;227,30;;227,30;;816,91M;5043746041,64
28.12.2017;227,62;;227,62;;816,177M;5048083377,38
27.12.2017;227,49;;227,49;;814,894M;5049312824,92
22.12.2017;227,88;;227,88;;815,262M;5039128751,06
21.12.2017;227,27;;227,27;;799,974M;5001617203,33
20.12.2017;228,64;;228,64;;803,853M;5023001335,3
19.12.2017;229,38;;229,38;;804,047M;5032569059,54
18.12.2017;228,14;;228,14;;797,558M;4998376946,56
15.12.2017;226,29;;226,29;;772,193M;4933839745,03
14.12.2017;227,50;;227,50;;775,237M;4953809419,49
13.12.2017;227,55;;227,55;;775,641M;4952119424,05
12.12.2017;226,79;;226,79;;771,434M;4930906829,49
11.12.2017;227,39;;227,39;;772,484M;4935978676,36
08.12.2017;226,04;;226,04;;767,372M;4901219848,49
07.12.2017;224,76;;224,76;;761,282M;4869121263,33
06.12.2017;223,67;;223,67;;756,786M;4840114183,07
05.12.2017;224,28;;224,28;;758,002M;4847485376,74
04.12.2017;225,26;;225,26;;759,634M;4864957522,55
01.12.2017;225,77;;225,77;;760,479M;4872960639,42
30.11.2017;225,61;;225,61;;758,114M;4858425027,25
29.11.2017;227,44;;227,44;;757,751M;4883890848,13
28.11.2017;225,69;;225,69;;751,002M;4840358549,3
27.11.2017;225,66;;225,66;;749,235M;4830037890,94
23.11.2017;227,57;;227,57;;754,517M;4861323172,89
22.11.2017;228,94;;228,94;;758,127M;4879260357,03
21.11.2017;227,02;;227,02;;750,82M;4835275023,76
20.11.2017;225,72;;225,72;;747,839M;4806470373,53
17.11.2017;225,77;;225,77;;747,775M;4809181362,76
16.11.2017;222,81;;222,81;;737,125M;4743068515,61
15.11.2017;224,21;;224,21;;740,03M;4766724952,14
14.11.2017;226,08;;226,08;;745,041M;4817383653,2
13.11.2017;226,30;;226,30;;745,952M;4819325591,51
10.11.2017;227,30;;227,30;;748,47M;4836715489,4
09.11.2017;229,62;;229,62;;755,036M;4881847074,26
08.11.2017;229,31;;229,31;;753,916M;4869919096,95
07.11.2017;229,98;;229,98;;755,236M;4878809315,29
06.11.2017;228,97;;228,97;;751,204M;4853580442,11
03.11.2017;227,12;;227,12;;744,189M;4806991941,69
01.11.2017;227,89;;227,89;;745,518M;4817267255,36
31.10.2017;227,04;;227,04;;742,738M;4799513809,08
30.10.2017;228,11;;228,11;;744,242M;4814270694,49
27.10.2017;225,02;;225,02;;731,922M;4734005030,63
26.10.2017;222,14;;222,14;;721,159M;4671041559,18
25.10.2017;223,98;;223,98;;725,872M;4703060209,82
24.10.2017;224,27;;224,27;;726,264M;4705286393,32
23.10.2017;223,89;;223,89;;723,839M;4689701862,15
20.10.2017;222,22;;222,22;;717,318M;4645305899,59
19.10.2017;223,41;;223,41;;721,228M;4660719213,16
18.10.2017;223,59;;223,59;;720,485M;4661781488,14
17.10.2017;223,27;;223,27;;719,531M;4663838721,92
16.10.2017;222,75;;222,75;;721,639M;4654180475,65
13.10.2017;222,27;;222,27;;721,095M;4640720853,43
12.10.2017;222,02;;222,02;;719,211M;4631392750,83
11.10.2017;222,13;;222,13;;718,466M;4628022014,55
10.10.2017;222,75;;222,75;;719,525M;4636066898,41
09.10.2017;222,81;;222,81;;718,969M;4629971676,09
06.10.2017;223,23;;223,23;;719,265M;4636332837,58
05.10.2017;222,32;;222,32;;715,789M;4612408017,27
04.10.2017;221,66;;221,66;;712,898M;4595691330,01
03.10.2017;221,34;;221,34;;710,681M;4583936822,57
02.10.2017;218,58;;218,58;;700,688M;4526271635,59
29.09.2017;218,22;;218,22;;698,949M;4515211703,74
28.09.2017;218,63;;218,63;;698,27M;4517864220,91
27.09.2017;217,28;;217,28;;693,017M;4487887246,22
26.09.2017;216,16;;216,16;;688,997M;4463017347,09
25.09.2017;215,71;;215,71;;686,65M;4442736845,53
22.09.2017;215,94;;215,94;;686,693M;4442862970,95
21.09.2017;215,68;;215,68;;685,304M;4437154851,84
20.09.2017;215,97;;215,97;;687,601M;4438707545,96
19.09.2017;216,17;;216,17;;687,797M;4439461179,31
18.09.2017;215,28;;215,28;;709,733M;4444206965,36
15.09.2017;216,45;;216,45;;716,403M;4468782311,59
14.09.2017;215,91;;215,91;;717,15M;4458382781,81
13.09.2017;216,18;;216,18;;717,659M;4464222698,48
12.09.2017;215,28;;215,28;;714,246M;4443785804,76
11.09.2017;212,87;;212,87;;705,947M;4392228241,88
08.09.2017;212,46;;212,46;;704,479M;4381568922,74
07.09.2017;212,50;;212,50;;704,061M;4380752702,87
06.09.2017;212,26;;212,26;;702,665M;4349727606,79
04.09.2017;213,57;;213,57;;706,102M;4368867605,1
01.09.2017;213,06;;213,06;;704,779M;4358032424,83
31.08.2017;210,75;;210,75;;696,719M;4309409377,27
30.08.2017;208,15;;208,15;;689,527M;4258500535,65
29.08.2017;209,08;;209,08;;691,784M;4273682762,34
28.08.2017;210,32;;210,32;;695,927M;4297807247,37
25.08.2017;211,10;;211,10;;697,986M;4310370530,22
24.08.2017;210,94;;210,94;;697,273M;4302550648,12
23.08.2017;212,28;;212,28;;701,401M;4329424330,68
22.08.2017;209,56;;209,56;;703,389M;4283431259,37
21.08.2017;210,37;;210,37;;705,917M;4293707912,6
18.08.2017;210,88;;210,88;;710,312M;4304142149,76
17.08.2017;213,72;;213,72;;719,098M;4357673695,14
15.08.2017;211,95;;211,95;;700,17M;4309153355,84
14.08.2017;209,85;;209,85;;692,83M;4265064401,72
11.08.2017;210,18;;210,18;;693,647M;4270266223,03
10.08.2017;213,14;;213,14;;703,455M;4328857174,59
09.08.2017;213,91;;213,91;;705,257M;4341852595,31
08.08.2017;213,75;;213,75;;704,656M;4337103715,09
07.08.2017;213,94;;213,94;;704,793M;4323539378,93
04.08.2017;211,30;;211,30;;695,793M;4274075142,33
03.08.2017;211,75;;211,75;;696,849M;4286445272,72
02.08.2017;213,30;;213,30;;699,435M;4317834702,41
01.08.2017;212,61;;212,61;;696,71M;4306032609,48
31.07.2017;213,46;;213,46;;699,047M;4324923951,83
28.07.2017;215,21;;215,21;;703,905M;4355941806,4
27.07.2017;216,31;;216,31;;706,481M;4373753336,93
26.07.2017;215,30;;215,30;;703,925M;4352479033,52
25.07.2017;215,88;;215,88;;675,905M;4364177759,33
24.07.2017;215,88;;215,88;;675,395M;4359844689,91
21.07.2017;216,70;;216,70;;677,272M;4364610366,1
